School Year,District Code,School Code,District Name,School Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the School,Highest Grade in the School,School Type,School Enrollment,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent English Learners,Percent School Choice Program,Percent Open Enrollment,School Achievement Score,School ELA Achievement Score,School Mathematics Achievement Score,School Growth Score,School ELA Growth Score,School Mathematics Growth Score,School Target Group Outcomes Score,School Target Group Achievement Score,School Target Group Growth Score,School Target Group Chronic Absenteeism Score,School Target Group Graduation Score,School Target Group Attendance Score,School On-Track to Graduation Score,School Chronic Absenteeism Rate Score,School Graduation Rate Score,School Attendance Rate Score,School 3rd Grade ELA Achievement Score,School 8th Grade Mathematics Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State ELA Growth Score,State Mathematics Growth Score,State Chronic Absenteeism Rate Score,State Graduation Rate Score,State Attendance Rate Score,State 3rd Grade ELA Achievement Score,State 8th Grade Mathematics Achievement Score,Test Participation ELA 2022 All Students,Test Participation Mathematics 2022 All Students,Subgroup with lowest ELA test participation rate 2022,Test Participation ELA 2022 lowest rate subgroup,Subgroup with lowest math test participation rate 2022,Test Participation Mathematics 2022 lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Target Group Outcomes Priority Area,Score weighting Ontrack Priority Area,School Percent Proficient ELA 2019,State Percent Proficient ELA 2019,School Percent Proficient Mathematics 2019,State Percent Proficient Mathematics 2019,School Percent Proficient ELA 2021,State Percent Proficient ELA 2021,School Percent Proficient Mathematics 2021,State Percent Proficient Mathematics 2021,School Percent Proficient ELA 2022,State Percent Proficient ELA 2022,School Percent Proficient Mathematics 2022,State Percent Proficient Mathematics 2022,Single-school district note,Open enrollment note,No Score Note,Grade Band for Comparison Schools,CESA,Locale description,City,Agency type,Charter school indicator,Chartering authority,Virtual school indicator,Report Card Type
2021-22,4179,500,Oshkosh Area,Webster Stanley Middle,51.7,Meets Few Expectations,6,8,Middle School,341,9203,0.009,0.091,0.111,0.091,0,0.625,0.073,0.22,0.563,0.062,NA,0.012,38,40.2,35.7,43.2,37.5,48.9,47.2,6.3,58.4,73.4,NA,93.4,75.5,80.2,NA,94.2,NA,28.5,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.974,0.972,SwD,0.941,SwD,0.929,0.108,0.392,0.25,0.25,0.3,0.407,0.283,0.388,0.221,0.387,0.158,0.331,0.148,0.362,0.185,0.339,NA,,,6-8,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,300,Oshkosh Area,West High,72.5,Exceeds Expectations,9,12,High School,1646,9203,0.007,0.054,0.033,0.061,0,0.801,0.043,0.14,0.271,0.035,NA,0.026,65.9,67.8,64.1,89.8,88.8,90.7,54.3,16.4,66,72.3,82.4,NA,89.2,85.7,92.6,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.983,0.983,Black,0.907,Black,0.907,0.323,0.21,0.267,0.2,0.491,0.408,0.485,0.375,0.461,0.392,0.43,0.339,0.47,0.388,0.421,0.34,NA,,,9-12,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4186,60,Osseo-Fairchild,Osseo-Fairchild Elementary,65.2,Meets Expectations,K4,5,Elementary School,373,803,0.008,0.016,0.008,0.027,0.003,0.922,0.016,0.177,0.279,0,NA,0.064,60.7,55.4,66,70.8,64.1,77.4,45.5,16.7,47,90.9,NA,93.5,85.9,92.6,NA,94.7,55.1,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.297,0.203,0.25,0.25,0.403,0.404,0.553,0.468,0.329,0.371,0.428,0.424,0.346,0.386,0.412,0.451,NA,,,K-5,10,Rural,Osseo,Public school,No,NA,No,Public - All Students
2021-22,4186,80,Osseo-Fairchild,Osseo-Fairchild High,56.3,Meets Few Expectations,9,12,High School,269,803,0.007,0.007,0,0.022,0,0.941,0.022,0.19,0.361,0.015,NA,0.041,45.5,47.5,43.4,51.8,54.6,48.9,46.7,7.6,56.5,78.9,90.7,NA,89.2,82.3,96.1,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.953,0.959,SwD,0.861,SwD,0.889,0.259,0.274,0.267,0.2,0.272,0.408,0.275,0.375,0.289,0.392,0.273,0.339,0.286,0.388,0.257,0.34,NA,,,9-12,10,Rural,Osseo,Public school,No,NA,No,Public - All Students
2021-22,4186,26,Osseo-Fairchild,Osseo-Fairchild Middle,71.1,Exceeds Expectations,6,8,Middle School,161,803,0.019,0.019,0,0.037,0,0.913,0.012,0.224,0.366,0.006,NA,0.062,65.4,65.1,65.6,67,62.2,71.7,66.4,21.9,69.8,86.8,NA,93.6,85.4,92.4,NA,94.2,NA,53.7,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.987,0.987,SwD,0.972,SwD,0.972,0.239,0.261,0.25,0.25,0.422,0.407,0.494,0.388,0.5,0.387,0.452,0.331,0.404,0.362,0.437,0.339,NA,,,6-8,10,Rural,Osseo,Public school,No,NA,No,Public - All Students
2021-22,NA,2105,Our Fathers Lutheran School,Our Fathers Lutheran School,75.1,Exceeds Expectations,K4,8,Elementary School,52,NA,0,0.038,0.058,0.269,0,0.615,0.019,0,0.635,0.038,0.612,0,64.4,62.7,66.1,71.7,66,77.4,NA,NA,NA,NA,NA,NA,92,88.5,NA,95.4,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,1,1,NA,NA,NA,NA,0.096,0.704,NA,0.2,0.363,0.405,0.363,0.428,0.416,0.379,0.334,0.377,0.481,0.374,0.555,0.393,NA,,,K-8,1,NA,Greenfield,Private school,No,NA,No,Private - Choice Students
2021-22,NA,2105,Our Fathers Lutheran School,Our Fathers Lutheran School,85.2,Significantly Exceeds Expectations,K4,8,Elementary School,85,NA,0,0.035,0.035,0.235,0,0.647,0.047,0.012,0.459,0.024,0.612,0,69.9,67.3,72.6,90.7,85,96.4,NA,NA,NA,NA,NA,NA,92.5,89.6,NA,95.4,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,0.977,0.977,Econ Disadv,0.963,Econ Disadv,0.963,0.284,0.516,NA,0.2,0.488,0.405,0.513,0.428,0.488,0.379,0.464,0.377,0.463,0.374,0.561,0.393,NA,NA,,K-8,1,NA,Greenfield,Private school,No,NA,No,Private - All Students
2021-22,NA,1765,Our Lady of Lourdes School-GRACE,Our Lady of Lourdes School-GRACE,NA,NR-DATA,K4,8,Elementary School,16,NA,0,0,0.125,0.125,0,0.688,0.063,*,*,*,0.108,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,0.428,NA,0.379,NA,0.377,NA,0.374,NA,0.393,NA,,Insufficient data to produce a score,K-8,7,NA,De Pere,Private school,No,NA,No,Private - Choice Students
2021-22,NA,2180,Our Lady of Peace Intermediate School,Our Lady of Peace Intermediate School,63.7,Meets Expectations,3,5,Elementary School,39,NA,0,0.026,0,0,0,0.923,0.051,0.077,0.538,0,0.368,0,72.8,69.9,75.7,48.9,48.9,48.9,NA,NA,NA,NA,NA,NA,90.3,91,NA,94.2,81.3,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.187,0.563,NA,0.25,0.563,0.404,0.563,0.468,0.333,0.371,0.513,0.424,0.513,0.386,0.564,0.451,NA,,,K-5,5,NA,Marshfield,Private school,No,NA,No,Private - Choice Students
2021-22,NA,2180,Our Lady of Peace Intermediate School,Our Lady of Peace Intermediate School,NA,NR-DATA,3,5,Elementary School,39,NA,0,0.026,0,0,0,0.923,0.051,0.077,0.538,0,0.368,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404,NA,0.468,NA,0.371,NA,0.424,0.453,0.386,0.528,0.451,NA,NA,Insufficient data to produce a score,K-5,5,NA,Marshfield,Private school,No,NA,No,Private - All Students
2021-22,NA,2190,Our Lady of Sorrows Grade School,Our Lady of Sorrows Grade School,NA,NR-DATA,K4,8,Elementary/Secondary School,5,NA,0,0,0,0,0,1,0,*,*,*,0.093,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,0.428,NA,0.379,NA,0.377,NA,0.374,NA,0.393,NA,,Insufficient data to produce a score,K-8,10,NA,Ladysmith,Private school,No,NA,No,Private - Choice Students
2021-22,NA,2215,Our Lady of the Lake Catholic School,Our Lady of the Lake Catholic School,NA,NR-DATA,K4,8,Elementary School,45,NA,0.289,0,0,0.044,0,0.667,0,0.022,0.667,0,0.395,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,0.428,NA,0.379,NA,0.377,NA,0.374,NA,0.393,NA,,Insufficient data to produce a score,K-8,12,NA,Ashland,Private school,No,NA,No,Private - Choice Students
2021-22,NA,2220,Our Lady Queen of Heaven School,Our Lady Queen of Heaven School,NA,NR-DATA,KG,2,Elementary School,40,NA,0,0,0,0,0,1,0,0.075,0.65,0.7,0.494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404,NA,0.468,NA,0.371,NA,0.424,NA,0.386,NA,0.451,NA,,Insufficient data to produce a score,K-5,5,NA,Wisconsin Rapids,Private school,No,NA,No,Private - Choice Students
2021-22,NA,2240,Our Lady Queen of Peace Grade School,Our Lady Queen of Peace Grade School,74.5,Exceeds Expectations,K4,8,Elementary School,172,NA,0,0.058,0.017,0.907,0,0.017,0,0.017,0.797,0.331,0.972,0,40.2,44.1,36.2,81.2,85,77.4,71,12.5,85,70.5,NA,89,72.8,73.8,NA,90.7,40,29.5,59.5,59.8,66,66,87.8,NA,94,57,52.5,0.972,0.991,Hispanic,0.969,Hispanic,0.99,0.05,0.45,0.25,0.25,0.194,0.405,0.194,0.428,0.183,0.379,0.175,0.377,0.284,0.374,0.206,0.393,NA,,,K-8,1,NA,Milwaukee,Private school,No,NA,No,Private - Choice Students
2021-22,NA,2240,Our Lady Queen of Peace Grade School,Our Lady Queen of Peace Grade School,75,Exceeds Expectations,K4,8,Elementary School,181,NA,0,0.055,0.017,0.884,0,0.044,0,0.044,0.79,0.32,0.972,0.028,40.6,44.6,36.5,82.2,86.9,77.4,71,12.5,85,70.5,NA,89,72.8,73.6,NA,90.7,40.5,30.4,59.5,59.8,66,66,87.8,NA,94,57,52.5,0.973,0.991,Hispanic,0.971,Hispanic,0.99,0.05,0.45,0.25,0.25,0.192,0.405,0.192,0.428,0.188,0.379,0.17,0.377,0.288,0.374,0.202,0.393,NA,NA,,K-8,1,NA,Milwaukee,Private school,No,NA,No,Private - All Students
2021-22,4207,20,Owen-Withee,Owen-Withee Elementary,57.7,Meets Few Expectations,K4,5,Elementary School,223,460,0.009,0.009,0.009,0.126,0.004,0.821,0.022,0.197,0.565,0.054,NA,0.063,54.7,45.3,64,48,43.2,52.7,NA,NA,NA,NA,NA,NA,82.6,90.7,NA,93.4,44.6,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.16,0.59,NA,0.25,0.186,0.404,0.393,0.468,0.237,0.371,0.433,0.424,0.232,0.386,0.463,0.451,NA,,,K-5,10,Rural,Owen,Public school,No,NA,No,Public - All Students
2021-22,4207,60,Owen-Withee,Owen-Withee High,62.5,Meets Expectations,9,12,High School,137,460,0.007,0.007,0.015,0.073,0.015,0.883,0,0.139,0.431,0.029,NA,0.109,42.5,41.1,43.8,65.1,50.8,79.3,51.9,7.4,60.3,87.4,NA,89.4,93.2,89,97.4,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.989,0.989,Econ Disadv,0.979,Econ Disadv,0.979,0.209,0.324,0.267,0.2,0.23,0.408,0.287,0.375,0.11,0.392,0.22,0.339,0.25,0.388,0.239,0.34,NA,,,9-12,10,Rural,Owen,Public school,No,NA,No,Public - All Students
2021-22,4207,40,Owen-Withee,Owen-Withee Junior High,64.8,Meets Expectations,6,8,Middle School,99,460,0.01,0,0.02,0.141,0.01,0.808,0.01,0.162,0.374,0.101,NA,0.071,43.5,45.2,41.7,66,75.5,56.5,64.9,11.9,70.8,91.2,NA,93.5,83.3,90.1,NA,95,NA,46.1,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.99,0.99,Econ Disadv,0.977,Econ Disadv,0.977,0.234,0.266,0.25,0.25,0.236,0.407,0.273,0.388,0.233,0.387,0.204,0.331,0.204,0.362,0.204,0.339,NA,,,6-8,10,Rural,Owen,Public school,No,NA,No,Public - All Students
2021-22,NA,1042,Pacelli Catholic Elementary Saint Bronislava,Pacelli Catholic Elementary Saint Bronislava,NA,NR-DATA,PK,4,Elementary School,18,NA,0,0,0,0.056,0,0.944,0,*,*,*,0.269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0.404,0.667,0.468,1,0.371,1,0.424,0,0.386,1,0.451,NA,,Insufficient data to produce a score,K-5,5,NA,Plover,Private school,No,NA,No,Private - Choice Students
2021-22,NA,8258,Pacelli Catholic Elementary Saint Stephen,Pacelli Catholic Elementary Saint Stephen,NA,NR-DATA,KG,4,Elementary School,47,NA,0,0.021,0.043,0,0,0.851,0.085,0.064,0.723,0,0.28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.404,0,0.468,NA,0.371,NA,0.424,0.25,0.386,0.417,0.451,NA,,Insufficient data to produce a score,K-5,5,NA,Stevens Point,Private school,No,NA,No,Private - Choice Students
2021-22,NA,7417,Pacelli Catholic Middle,Pacelli Catholic Middle,NA,NR-DATA,5,8,Middle School,33,NA,0,0,0,0.03,0,0.97,0,0.03,0.636,0,0.228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.407,0.467,0.388,NA,0.387,NA,0.331,NA,0.362,NA,0.339,NA,,Insufficient data to produce a score,6-8,5,NA,Stevens Point,Private school,No,NA,No,Private - Choice Students
2021-22,NA,2270,Pacelli High,Pacelli High,NA,NR-DATA,9,12,High School,42,NA,0,0,0.024,0.048,0,0.929,0,0.024,0.476,0,0.243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.189,0.189,White,0.2,White,0.2,NA,NA,NA,NA,0.269,0.408,0.154,0.375,0.572,0.392,0.429,0.339,0.429,0.388,0.429,0.34,NA,,Insufficient data to produce a score,9-12,5,NA,Stevens Point,Private school,No,NA,No,Private - Choice Students
2021-22,4221,10,Palmyra-Eagle Area,Eagle Elementary,62.5,Meets Expectations,K4,5,Elementary School,278,595,0.007,0.004,0.018,0.112,0,0.831,0.029,0.151,0.367,0.036,NA,0.108,56.7,54,59.3,58.4,58.4,58.4,NA,NA,NA,NA,NA,NA,77.2,76.8,NA,89.4,53.4,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.358,0.392,NA,0.25,0.44,0.404,0.467,0.468,0.284,0.371,0.294,0.424,0.298,0.386,0.305,0.451,NA,,,K-5,2,Town,Eagle,Public school,No,NA,No,Public - All Students
2021-22,4221,15,Palmyra-Eagle Area,Palmyra-Eagle High,75.3,Exceeds Expectations,9,12,High School,193,595,0,0.005,0,0.145,0,0.813,0.036,0.124,0.332,0.021,NA,0.062,55.2,59.1,51.2,84.1,79.3,88.8,75.4,16.5,84.1,80.5,93.2,NA,92.2,87.8,96.6,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.993,0.986,SwD,0.955,SwD,0.955,0.279,0.254,0.267,0.2,0.415,0.408,0.33,0.375,0.314,0.392,0.253,0.339,0.357,0.388,0.36,0.34,NA,,,9-12,2,Rural,Palmyra,Public school,No,NA,No,Public - All Students
2021-22,4221,30,Palmyra-Eagle Area,Palmyra-Eagle Middle,60.5,Meets Expectations,6,8,Middle School,124,595,0,0,0.008,0.121,0,0.839,0.032,0.137,0.371,0.016,NA,0.089,52.7,55.5,49.8,60.3,69.8,50.8,49.3,17.3,58.4,72.8,NA,87.2,79.4,83.2,NA,90.6,NA,49.3,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.992,0.992,Econ Disadv,0.979,Econ Disadv,0.979,0.236,0.264,0.25,0.25,0.372,0.407,0.334,0.388,0.334,0.387,0.291,0.331,0.316,0.362,0.234,0.339,NA,,,6-8,2,Rural,Palmyra,Public school,No,NA,No,Public - All Students
2021-22,4228,60,Pardeeville Area,Pardeeville Elementary,69,Meets Expectations,K4,4,Elementary School,324,837,0.003,0.006,0.006,0.009,0,0.944,0.031,0.108,0.34,0.006,NA,0.133,62.2,56.6,67.7,62.2,58.4,66,NA,NA,NA,NA,NA,NA,89.5,97.9,NA,97.5,56.7,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.992,0.992,White,0.991,White,0.991,0.385,0.365,NA,0.25,0.417,0.404,0.556,0.468,0.319,0.371,0.319,0.424,0.26,0.386,0.426,0.451,NA,,,K-5,5,Rural,Pardeeville,Public school,No,NA,No,Public - All Students
2021-22,4228,80,Pardeeville Area,Pardeeville High,78.6,Exceeds Expectations,9,12,High School,257,837,0.004,0,0.008,0.019,0,0.949,0.019,0.066,0.249,0,NA,0.093,66.3,69.7,62.8,86,85,86.9,77.9,26.1,80.3,85.4,97.6,NA,93,87.7,98.2,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.949,0.949,Econ Disadv,0.907,Econ Disadv,0.907,0.338,0.195,0.267,0.2,0.471,0.408,0.445,0.375,0.509,0.392,0.409,0.339,0.495,0.388,0.397,0.34,NA,,,9-12,5,Rural,Pardeeville,Public school,No,NA,No,Public - All Students
2021-22,4228,100,Pardeeville Area,Pardeeville Middle,63.8,Meets Expectations,5,8,Middle School,256,837,0,0,0,0.035,0,0.934,0.031,0.078,0.316,0,NA,0.129,57.8,59.4,56.2,55.6,54.6,56.5,54.3,18.9,53.7,95.1,NA,97.5,87.3,96.1,NA,97.4,NA,49.6,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.988,0.984,SwD,0.952,SwD,0.952,0.273,0.227,0.25,0.25,0.475,0.407,0.54,0.388,0.337,0.387,0.227,0.331,0.318,0.362,0.336,0.339,NA,,,6-8,5,Rural,Pardeeville,Public school,No,NA,No,Public - All Students
2021-22,4235,20,Paris J1,Paris Elementary,81.4,Exceeds Expectations,PK,8,Elementary School,280,280,0,0.011,0.007,0.093,0,0.85,0.039,0.086,0.111,0,NA,0.411,78.5,78.9,78.1,72.7,77.4,67.9,82.4,45.6,73.6,97.7,NA,98.6,88.3,92.5,NA,94.5,68.8,65.9,59.5,59.8,66,66,87.8,NA,94,57,52.5,1,1,NA,NA,NA,NA,0.409,0.091,0.25,0.25,0.574,0.405,0.617,0.428,0.534,0.379,0.505,0.377,0.58,0.374,0.569,0.393,This report serves for both school and district accountability purposes for this school.,,,K-8,2,Rural,Kenosha,Public school,No,NA,No,Public - All Students
2021-22,4151,60,Parkview,Parkview Elementary,76.8,Exceeds Expectations,K4,5,Elementary School,433,827,0,0,0.007,0.035,0,0.921,0.037,0.139,0.397,0.012,NA,0.134,67.6,55.9,79.3,80.3,66,94.5,72.2,24.7,74.6,87.2,NA,95.4,85.5,91.5,NA,95.4,53.9,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.219,0.281,0.25,0.25,0.369,0.404,0.534,0.468,0.32,0.371,0.528,0.424,0.352,0.386,0.613,0.451,NA,,,K-5,2,Rural,Orfordville,Public school,No,NA,No,Public - All Students
2021-22,4151,100,Parkview,Parkview High,69.5,Meets Expectations,9,12,High School,227,827,0.004,0.004,0.009,0.053,0,0.885,0.044,0.119,0.366,0.009,NA,0.062,58,61.5,54.5,70.8,86.9,54.6,62.3,12.2,72.7,75.1,92.9,NA,91.8,88,95.6,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.963,0.963,SwD,0.917,SwD,0.917,0.255,0.278,0.267,0.2,0.524,0.408,0.416,0.375,0.388,0.392,0.363,0.339,0.385,0.388,0.315,0.34,NA,,,9-12,2,Rural,Orfordville,Public school,No,NA,No,Public - All Students
2021-22,4151,120,Parkview,Parkview Junior High,69.3,Meets Expectations,6,8,Junior High School,167,827,0,0.006,0.006,0.036,0.006,0.904,0.042,0.114,0.455,0.012,NA,0.108,63.9,65.1,62.7,63.2,73.6,52.7,63.6,22.1,67.9,82.6,NA,93.3,86.5,90.4,NA,95.8,NA,60.2,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,1,1,NA,NA,NA,NA,0.18,0.32,0.25,0.25,0.409,0.407,0.396,0.388,0.403,0.387,0.455,0.331,0.39,0.362,0.415,0.339,NA,,,6-8,2,Rural,Orfordville,Public school,No,NA,No,Public - All Students
2021-22,8139,8139,Pathways High,Pathways High,69.7,Meets Expectations,9,12,High School,147,NA,0.041,0,0.524,0.082,0.007,0.279,0.068,0.224,0.605,0.007,NA,0,34,42.4,25.6,78.4,92.6,64.1,73.2,5.6,88.8,72.5,NA,91.7,60.6,83,38.2,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.948,0.938,White,0.926,Econ Disadv,0.918,0.085,0.448,0.267,0.2,0.212,0.408,0.125,0.375,0.297,0.392,0.141,0.339,0.289,0.388,0.107,0.34,This report serves for both school and district accountability purposes for this school.,,,9-12,1,City,Milwaukee,Non District Charter Schools,Yes,University of Wisconsin Milwaukee,No,Public - All Students
2021-22,NA,2275,Peace Lutheran Elementary,Peace Lutheran Elementary,NA,NR-DATA,K4,8,Elementary School,39,NA,0,0,0.026,0.154,0,0.744,0.077,0.077,0,0,0.158,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,0.428,NA,0.379,NA,0.377,NA,0.374,NA,0.393,NA,,Insufficient data to produce a score,K-8,6,NA,Hartford,Private school,No,NA,No,Private - Choice Students
2021-22,NA,2280,Peace Lutheran Grade School,Peace Lutheran Grade School,60,Meets Expectations,K4,8,Elementary School,92,NA,0,0,0,0.011,0,0.978,0.011,0.098,0.772,0,0.472,0,35.1,31.5,38.6,55.6,43.2,67.9,NA,NA,NA,NA,NA,NA,79.4,87.9,NA,93.6,34,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,1,1,NA,NA,NA,NA,0.075,0.675,NA,0.25,NA,0.405,NA,0.428,0.146,0.379,0.22,0.377,0.18,0.374,0.24,0.393,NA,,,K-8,9,NA,Antigo,Private school,No,NA,No,Private - Choice Students
2021-22,490,20,Pecatonica Area,Pecatonica Elementary,70.9,Exceeds Expectations,K4,5,Elementary School,197,405,0,0,0.005,0.015,0,0.975,0.005,0.178,0.294,0,NA,0.056,70.4,70.3,70.4,57.5,52.7,62.2,NA,NA,NA,NA,NA,NA,88.7,88.9,NA,95.1,75.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.431,0.319,NA,0.25,0.431,0.404,0.468,0.468,0.4,0.371,0.447,0.424,0.523,0.386,0.452,0.451,NA,,,K-5,3,Rural,Hollandale,Public school,No,NA,No,Public - All Students
2021-22,490,40,Pecatonica Area,Pecatonica High,65.9,Meets Expectations,6,12,High School,199,405,0,0,0,0,0,1,0,0.095,0.256,0,NA,0.06,60.7,65.1,56.3,63.2,62.2,64.1,55,19.9,58.4,83.9,NA,94,85.5,88.7,98.1,NA,NA,54,59.9,53.6,66,66,83.3,91.2,NA,NA,52.5,0.982,0.982,SwD,0.95,SwD,0.95,0.313,0.187,0.25,0.25,0.506,0.408,0.367,0.382,0.386,0.389,0.339,0.335,0.391,0.375,0.36,0.34,NA,,,6-12,3,Rural,Blanchardville,Public school,No,NA,No,Public - All Students
2021-22,8138,8138,Penfield Montessori Academy,Penfield Montessori Academy,AR,Alternate Rating - Satisfactory Progress,K3,5,Elementary School,132,NA,0,0.061,0.629,0.045,0,0.174,0.091,0.242,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.862,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404,NA,0.468,0.056,0.371,0,0.424,0.16,0.386,0.04,0.451,This report serves for both school and district accountability purposes for this school.,,,K-5,1,City,Milwaukee,Non District Charter Schools,Yes,University of Wisconsin Milwaukee,No,Public - All Students
2021-22,4270,20,Pepin Area,Pepin Elementary,76.6,Exceeds Expectations,K4,6,Elementary School,125,242,0,0,0,0.016,0,0.968,0.016,0.168,0.08,0,NA,0.056,71.3,69.9,72.7,72.7,77.4,67.9,NA,NA,NA,NA,NA,NA,92,98.1,NA,97.7,68.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.94,0.94,White,0.938,White,0.938,0.645,0.105,NA,0.25,0.457,0.404,0.529,0.468,0.452,0.371,0.5,0.424,0.459,0.386,0.574,0.451,NA,,,K-5,11,Rural,Pepin,Public school,No,NA,No,Public - All Students
2021-22,4270,40,Pepin Area,Pepin High,75.2,Exceeds Expectations,7,12,High School,117,242,0,0,0,0.068,0,0.923,0.009,0.154,0.231,0,NA,0.026,66.8,66.3,67.2,74.6,69.8,79.3,68.7,27.2,67.9,92.7,NA,95.6,93.2,94.8,NA,96.9,NA,82.8,59.9,53.6,66,66,83.3,NA,92.5,NA,52.5,0.98,0.99,Econ Disadv,0.962,Econ Disadv,0.962,0.329,0.171,0.25,0.25,0.568,0.408,0.556,0.382,0.447,0.389,0.5,0.335,0.366,0.375,0.436,0.34,NA,,,6-12,11,Rural,Pepin,Public school,No,NA,No,Public - All Students
